RVL;VW;Verkaufsstellennr.;Name 1;Name 2;Name 3;Strasse;PLZ;Ort;Adresszusatz;Typ;Öffnungszeiten Montag 1;Öffnungszeiten Montag 2;Öffnungszeiten Montag 3;Öffnungszeiten Dienstag 1;Öffnungszeiten Dienstag 2;Öffnungszeiten Dienstag 3;Öffnungszeiten Mittwoch 1;Öffnungszeiten Mittwoch 2;Öffnungszeiten Mittwoch 3;Öffnungszeiten Donnerstag 1;Öffnungszeiten Donnerstag 2;Öffnungszeiten Donnerstag 3;Öffnungszeiten Freitag 1;Öffnungszeiten Freitag 2;Öffnungszeiten Freitag 3;Öffnungszeiten Samstag 1;Öffnungszeiten Samstag 2;Öffnungszeiten Samstag 3;Öffnungszeiten Sonntag 1;Öffnungszeiten Sonntag 2;Öffnungszeiten Sonntag 3;Koord_Lat;Koord_Lon
Nord/Ost;13;507053;Reisezentrum Neustadt (Holstein);;;Bahnhofstraße 16;23730;Neustadt (Holst);;Reisezentrum;08:30-12:20;12:50-16:40;;08:30-12:20;12:50-16:40;;08:30-12:20;12:50-16:40;;08:30-12:20;12:50-16:40;;08:30-12:20;12:50-16:40;;;;;;;;54104346;10809351
Nord/Ost;13;500835;Reisezentrum Neustadt am Rübenberge;;;Am Bahnhof 1;31535;Neustadt (Rbge);;Reisezentrum;08:00-12:00;12:45-18:00;;08:00-12:00;12:45-18:00;;08:00-12:00;12:45-18:00;;08:00-12:00;12:45-18:00;;08:00-12:00;12:45-18:00;;08:30-13:30;;;;;;52504078;9456292
Nord/Ost;13;500355;Reisezentrum Niebüll;;;Bahnhofstr. 1;25899;Niebüll;;Reisezentrum;06:15-17:00;;;06:15-17:00;;;06:15-17:00;;;06:15-17:00;;;06:15-17:00;;;;;;;;;54787778;8833438
Nord/Ost;13;500843;Reisezentrum Nienburg (Weser);;;Bahnhofstr. 11;31582;Nienburg (Weser);;Reisezentrum;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:30;;;;;;52643968;9217026
Nord/Ost;13;500504;Reisezentrum Norden;;;Bahnhofstr. 14a;26506;Norden;;Reisezentrum;08:00-12:30;14:00-17:00;;08:00-12:30;14:00-17:00;;08:00-12:30;14:00-17:00;;08:00-12:30;14:00-17:00;;08:00-12:30;14:00-17:00;;;;;;;;53584743;7223920
Nord/Ost;13;500512;Reisezentrum Norderney;;;Büllowallee 2;26548;Norderney;;Reisezentrum;08:30-13:00;14:00-17:00;;08:30-13:00;14:00-17:00;;08:30-13:00;14:00-17:00;;08:30-13:00;14:00-17:00;;08:30-13:00;14:00-17:00;;;;;;;;53704003;7147790
Nord/Ost;13;500033;Reisezentrum Northeim (Hannover);;;Bahnhofstr.;37154;Northeim;;Reisezentrum;07:30-17:45;;;08:00-12:00;13:00-17:45;;08:00-12:00;13:00-17:45;;08:00-12:00;13:00-17:45;;08:00-12:00;13:00-17:45;;08:00-12:45;;;;;;51704856;9991671
Nord/Ost;13;500520;Reisezentrum Oldenburg (Oldb) Hbf;;;Bahnhofplatz 12b;26122;Oldenburg (Oldb);;Reisezentrum;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;07:00-19:00;;;08:00-16:00;;;09:00-16:00;;;53143426;8221165
Nord/Ost;13;500538;Reisezentrum Osnabrück Hbf;;;Theodor-Heuss-Platz 2;49074;Osnabrück;;Reisezentrum;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;07:30-19:00;;;09:00-18:00;;;10:00-18:30;;;52273106;8060293
Nord/Ost;13;500363;Reisezentrum Pinneberg;;;Bahnhofstr. 1;25421;Pinneberg;;Reisezentrum;09:00-13:00;13:30-17:00;;09:00-13:00;13:30-17:00;;09:00-13:00;13:30-17:00;;09:00-13:00;13:30-17:00;;09:00-13:00;13:30-17:00;;08:00-13:00;;;;;;53655400;9797800
Nord/Ost;13;507046;Reisezentrum Preetz;;;Bahnhofstraße 26;24211;Preetz;;Reisezentrum;08:30-12:15;12:45-16:15;;08:30-12:15;12:45-16:15;;08:30-12:15;12:45-16:15;;08:30-12:15;12:45-16:15;;08:30-12:15;12:45-16:15;;;;;;;;54234204;10277061
Nord/Ost;13;507061;Reisezentrum Ratzeburg;;;Bahnhof;23909;Ratzeburg;;Reisezentrum;08:00-12:45;13:15-16:00;;08:00-12:45;13:15-16:00;;08:00-12:45;13:15-16:00;;08:00-12:45;13:15-16:00;;08:00-12:45;13:15-16:00;;;;;;;;53698420;10741713
Nord/Ost;13;500389;Reisezentrum Rendsburg;;;Am Bahnhof 20;24768;Rendsburg;;Reisezentrum;07:30-13:00;14:00-18:00;;07:30-13:00;14:00-18:00;;07:30-13:00;14:00-18:00;;07:30-13:00;14:00-18:00;;07:30-13:00;14:00-18:00;;08:15-13:00;13:30-16:00;;08:15-13:00;13:30-16:00;;54302487;9669777
Nord/Ost;13;500553;Reisezentrum Rotenburg (Wümme);;;Am Bahnhof 2;27356;Rotenburg (Wümme);;Reisezentrum;08:00-12:45;13:45-18:00;;08:00-12:45;13:45-18:00;;08:00-12:45;13:45-18:00;;08:00-12:45;13:45-18:00;;08:00-12:45;13:45-18:00;;08:00-13:00;;;;;;53111910;9389502
Nord/Ost;13;500397;Reisezentrum Schleswig;;;Bahnhofstr. 29;24837;Schleswig;;Reisezentrum;07:30-12:45;13:30-17:45;;07:30-12:45;13:30-17:45;;07:30-12:45;13:30-17:45;;07:30-12:45;13:30-17:45;;07:30-12:45;13:30-17:45;;08:15-12:30;13:00-15:00;;08:15-12:30;13:00-15:00;;54500429;9538148
Nord/Ost;13;500652;Reisezentrum Stade;;;Am Bahnhof 14;21680;Stade;;Reisezentrum;08:30-18:00;;;08:30-18:00;;;08:30-18:00;;;08:30-18:00;;;08:30-18:00;;;09:00-13:00;;;;;;53596312;9480068
Nord/Ost;13;500850;Reisezentrum Stadthagen;;;Am Bahnhof 9;31655;Stadthagen;;Reisezentrum;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;14:00-18:30;;08:30-13:00;;;;;;52330208;9181851
Nord/Ost;13;500165;Reisezentrum Uelzen;;;Friedensreich-Hundertwasser-Platz 1;29525;Uelzen;;Reisezentrum;07:00-17:30;;;07:00-17:30;;;07:00-17:30;;;07:00-17:30;;;07:00-17:30;;;07:30-14:30;;;10:00-15:30;;;52968793;10552347
Nord/Ost;13;500561;Reisezentrum Verden (Aller);;;Bahnhofstr. 14;27283;Verden (Aller);;Reisezentrum;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-12:30;13:30-18:00;;08:00-13:00;;;;;;52920636;9237676
Nord/Ost;13;500371;Reisezentrum Westerland (Sylt);;;Bahnhofplatz;25980;Westerland (Sylt);;Reisezentrum;09:00-18:00;;;09:00-18:00;;;09:00-18:00;;;09:00-18:00;;;09:00-18:00;;;09:00-16:00;;;;;;54907600;8310130
Nord/Ost;13;500579;Reisezentrum Wilhelmshaven;;;Ebertstr. 7;26382;Wilhelmshaven;;Reisezentrum;09:00-12:30;13:30-17:30;;09:00-12:30;13:30-17:30;;09:00-12:30;13:30-17:30;;09:00-12:30;13:30-17:30;;09:00-12:30;13:30-17:30;;08:30-13:00;;;;;;53518133;8118002
Nord/Ost;13;511048;Reisezentrum Wrist;;;Hauptstraße 1;25563;Wrist;;Reisezentrum;09:15-13:00;13:30-16:45;;09:15-13:00;13:30-16:45;;09:15-13:00;13:30-16:45;;09:15-13:00;13:30-16:45;;09:15-13:00;13:30-16:45;;;;;;;;53932381;9748150
Nord/Ost;13;500728;Reisezentrum Wolfsburg;;;Willy-Brandt-Platz 3;38440;Wolfsburg;;Reisezentrum;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;07:30-18:30;;;08:30-15:30;;;10:00-15:00;;;52428901;10787199
Nord/Ost;13;500876;Reisezentrum Wunstorf;;;Hindenburgstr. 58;31515;Wunstorf;;Reisezentrum;07:45-12:00;13:00-18:00;;07:45-12:00;13:00-18:00;;07:45-12:00;13:00-18:00;;07:45-12:00;13:00-18:00;;07:45-12:00;13:00-18:00;;07:45-13:30;;;;;;52422833;9448426
Nord/Ost;35;509836;Mobility Center Hamburg;;;Eppendorfer Landstr. 59;20249;Hamburg;;Mobility Center;10:00-14:00;15:00-18:00;;10:00-14:00;15:00-18:00;;10:00-14:00;15:00-18:00;;10:00-14:00;15:00-18:00;;10:00-14:00;15:00-18:00;;10:30-16:00;;;;;;53589354;9986844
Nord/Ost;32;647057;Reisezentrum Bordesholm;Video-Reisezentrum;;Mühlenstraße 2;24582;Bordesholm;;Reisezentrum;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;08:30-18:30;;;08:30-13:30;;;;;;54174317;10043106
Nord/Ost;32;647412;Reisezentrum Bad Fallingbostel;Video-Reisezentrum;;Am Bahnhof 2;29683;Bad Fallingbostel;;Reisezentrum;08:30-16:30;;;08:30-16:30;;;08:30-16:30;;;08:30-16:30;;;08:30-16:30;;;;;;;;;52863287;9701158
